,nomes,idade,cidade,estado,cpf,cnpj,cpf_valido,cnpj_valido
9544,Shannon Hoover Iv,42,ABAETETUBA,PA,62614578401,60664752169507,True,True
9545,Susan Baker Dds,79,ÁGUA BRANCA,PB,14760491309,26813871300340,True,True
9546,Richard Warren Phd,26,ABREU E LIMA,PE,87308715221,15085607672456,True,True
9547,Christopher Mclean Phd,79,ACAUÃ,PI,90708835899,83070282441330,True,True
9548,Dorothy King Dds,75,ABATIÁ,PR,97235801794,15147337765396,True,True
9549,Marie Crawford Ii,67,ANGRA DOS REIS,RJ,85074921341,22038223584310,True,True
9550,Joe Schneider Dvm,65,ACARI,RN,23915978949,55965365261108,True,True
9551,Lisa Robles Dds,59,ALTA FLORESTA D'OESTE,RO,11128451352,31540519368380,True,True
9552,Jeremy Coleman Md,49,AMAJARI,RR,65361359890,14899141452699,True,True
9553,Bianca Carr Jr.,28,ACEGUÁ,RS,23763621806,26319718975644,True,True
9554,Daniel Smith Md,46,ABDON BATISTA,SC,77406989113,52692781061346,True,True
9555,Jessica Miller Jr.,35,AMPARO DE SÃO FRANCISCO,SE,90077730623,79142581527081,True,True
9556,Sophia Marquez Jr.,65,ADAMANTINA,SP,18325661453,28059273751282,True,True
9557,Donna Young Dds,41,ABREULÂNDIA,TO,02636325395,36812904498213,True,True
9558,Gary Craig Phd,58,ACRELÂNDIA,AC,93187965601,00676718216294,True,True
9559,Randall Short Jr.,20,ÁGUA BRANCA,AL,56232230108,84496683306020,True,True
9560,Emma Vasquez Dvm,52,ALVARÃES,AM,05730861761,53487071181911,True,True
9561,Luis Mitchell Md,39,SERRA DO NAVIO,AP,72677885646,78357108141452,True,True
9562,Jessica Jones Dds,59,ABAÍRA,BA,63482938407,26291336354620,True,True
9563,Diana Porter Phd,82,ABAIARA,CE,37901238380,87433740122637,True,True
9564,Timothy Davis Md,61,BRASÍLIA,DF,27120832700,66534141232656,True,True
9565,Eric Velazquez Dds,19,AFONSO CLÁUDIO,ES,89409346959,76103908174930,True,True
9566,Ian Morris Phd,51,ABADIA DE GOIÁS,GO,68540324741,21750513330815,True,True
9567,Andrea Li Md,46,AÇAILÂNDIA,MA,64076174305,26714138128029,True,True
9568,Robert Martinez Dds,40,ABADIA DOS DOURADOS,MG,62999395914,14986311976582,True,True
9569,Heather Jackson Dds,38,ÁGUA CLARA,MS,39301543079,53777519838582,True,True
9570,Stephanie Hebert Dds,42,ACORIZAL,MT,05668830071,12849107319763,True,True
9571,Emily Fitzgerald Jr.,18,ABAETETUBA,PA,33895245500,86943758550502,True,True
9572,Eugene Thompson Jr.,29,ÁGUA BRANCA,PB,42611045984,56509289749973,True,True
9573,Andrea Rhodes Md,26,ABREU E LIMA,PE,58080417911,70255837772992,True,True
9574,Gregory Garcia Dvm,31,ACAUÃ,PI,70133004708,71845070349400,True,True
9575,Tracey Mercer Dds,25,ABATIÁ,PR,34569358543,56040221454688,True,True
9576,Thomas Wagner Md,66,ANGRA DOS REIS,RJ,28994526498,96429805055379,True,True
9577,Edward Parker Md,87,ACARI,RN,70956009026,12423470608900,True,True
9578,Ralph Reed Ii,19,ALTA FLORESTA D'OESTE,RO,10346838290,39087703450091,True,True
9579,Kristen Barry Dvm,24,AMAJARI,RR,10355985314,42189019207783,True,True
9580,Daniel Roberts Md,68,ACEGUÁ,RS,01496926765,31311923076500,True,True
9581,Ruben Jennings Dvm,53,ABDON BATISTA,SC,54451589347,65155115288951,True,True
9582,Michelle Wong Dds,84,AMPARO DE SÃO FRANCISCO,SE,63217788770,53345387693872,True,True
9583,Andrew Lee Phd,83,ADAMANTINA,SP,86057070623,91376653427420,True,True
9584,Katherine Hardy Md,24,ABREULÂNDIA,TO,34332457706,23755441256403,True,True
9585,Regina Perez Md,67,ACRELÂNDIA,AC,90542658844,21827499588492,True,True
9586,Ian Freeman Jr.,62,ÁGUA BRANCA,AL,40574358080,28936192720415,True,True
9587,Hannah Allen Md,58,ALVARÃES,AM,47941977800,39193164117651,True,True
9588,James Higgins Phd,60,SERRA DO NAVIO,AP,25371827072,51637916473843,True,True
9589,Cristina Ramirez Md,50,ABAÍRA,BA,80326083898,37860400384570,True,True
9590,Robert Schneider Dvm,79,ABAIARA,CE,29018318698,81997112232029,True,True
9591,Steve Marsh Dds,41,BRASÍLIA,DF,82393432361,10664339812868,True,True
9592,Colton Wilson Dds,73,AFONSO CLÁUDIO,ES,05128563030,38507453575249,True,True
9593,Rebecca Conner Phd,46,ABADIA DE GOIÁS,GO,10422572136,51818130322530,True,True
9594,Benjamin Schmidt Dvm,24,AÇAILÂNDIA,MA,30156016362,40221446887548,True,True
9595,Stephanie Johnson Md,66,ABADIA DOS DOURADOS,MG,11467904813,09550774961616,True,True
9596,Andrea Gordon Jr.,67,ÁGUA CLARA,MS,57018945410,25828552596440,True,True
9597,Gary Martin Dds,19,ACORIZAL,MT,07814258162,96526049298894,True,True
9598,Jenny Taylor Dvm,30,ABAETETUBA,PA,41361480114,13290982763394,True,True
9599,Angela Jones Md,18,ÁGUA BRANCA,PB,71024483843,91080541052785,True,True
9600,James Wilson Md,82,ABREU E LIMA,PE,38102798548,98361682786786,True,True
9601,James Clark Md Dds,54,ACAUÃ,PI,40070644748,86903547281294,True,True
9602,James Morris Md,48,ABATIÁ,PR,43676400356,04476851154392,True,True
9603,Daniel Alexander Jr.,38,ANGRA DOS REIS,RJ,12188571100,40953002452606,True,True
9604,Dr. Angela Vazquez Dvm,48,ACARI,RN,03012152350,17910388741683,True,True
9605,Luke Curtis Dds,90,ALTA FLORESTA D'OESTE,RO,34349958541,55203740079384,True,True
9606,Daniel Scott Md,26,AMAJARI,RR,25897200505,74379133313872,True,True
9607,Tiffany Williams Dds,18,ACEGUÁ,RS,59816515636,30251409724492,True,True
9608,Thomas Curry Md Iv,31,ABDON BATISTA,SC,60825554578,24591145692201,True,True
9609,Henry Phillips Dds,47,AMPARO DE SÃO FRANCISCO,SE,54611692442,17126901489533,True,True
9610,John Medina Jr.,25,ADAMANTINA,SP,99975503748,08593987293376,True,True
9611,Dale Savage Dvm Dds,20,ABREULÂNDIA,TO,08974759098,19039908007301,True,True
9612,Patrick Mcknight Md,81,ACRELÂNDIA,AC,83389826793,01479503613911,True,True
9613,John Harrison Phd,66,ÁGUA BRANCA,AL,82092422707,88630001730304,True,True
9614,Brian Oliver Jr.,37,ALVARÃES,AM,38170491029,47218354249357,True,True
9615,Nicholas Ramirez Jr.,79,SERRA DO NAVIO,AP,98643882828,45892068277391,True,True
9616,Deborah Chavez Md,30,ABAÍRA,BA,14484795680,35346765031122,True,True
9617,Ryan Clark Dds,49,ABAIARA,CE,14899239424,58067504473198,True,True
9618,Robert Cruz Md,47,BRASÍLIA,DF,74731110009,69515827276121,True,True
9619,Becky Morgan Jr.,78,AFONSO CLÁUDIO,ES,17231172180,94969918356889,True,True
9620,Dustin Spence Md,43,ABADIA DE GOIÁS,GO,21678194123,71003267950782,True,True
9621,Amber Petersen Dds,49,AÇAILÂNDIA,MA,67326159980,47462137145529,True,True
9622,Robert Willis Md,54,ABADIA DOS DOURADOS,MG,65649392056,87153147779776,True,True
9623,Michael Martin Dvm,21,ÁGUA CLARA,MS,40922146349,12019997373802,True,True
9624,Stacey White Dds,90,ACORIZAL,MT,85825852093,36827338625932,True,True
9625,Donna Ortega Md,69,ABAETETUBA,PA,03244376258,88223999224028,True,True
9626,Craig Bishop Jr.,64,ÁGUA BRANCA,PB,28901326680,58047344234471,True,True
9627,Deborah Crosby Iv,46,ABREU E LIMA,PE,94113140073,88214407264224,True,True
9628,Henry Mccarty Dds,87,ACAUÃ,PI,36859317175,57574323834392,True,True
9629,Jill Anderson Jr.,43,ABATIÁ,PR,66104339840,73551873034060,True,True
9630,Lisa Jordan Md,76,ANGRA DOS REIS,RJ,62607556945,30946189599765,True,True
9631,Christian Cooper Md,77,ACARI,RN,56294656788,91103782976201,True,True
9632,Erica Taylor Dvm,70,ALTA FLORESTA D'OESTE,RO,33024607242,43993501418867,True,True
9633,William Bates Dds,40,AMAJARI,RR,62143852355,35574381672898,True,True
9634,Patricia Everett Md,45,ACEGUÁ,RS,39291760927,40497355051903,True,True
9635,Andrea Ortiz Phd,61,ABDON BATISTA,SC,72257019679,60820817891113,True,True
9636,Angela Simpson Md,34,AMPARO DE SÃO FRANCISCO,SE,92081811200,98207162047406,True,True
9637,Tina Gross Md,70,ADAMANTINA,SP,31555280366,37774165839538,True,True
9638,Theresa Wright Dds,54,ABREULÂNDIA,TO,36543983590,63468363714888,True,True
9639,David Leblanc Jr.,85,ACRELÂNDIA,AC,93246884307,86620867146887,True,True
9640,Cheryl Coleman Dvm,54,ÁGUA BRANCA,AL,38167609880,18692908239805,True,True
9641,Wesley Welch Jr.,31,ALVARÃES,AM,68274639073,57439547104318,True,True
9642,Tommy Smith Md,36,SERRA DO NAVIO,AP,81585194743,47865788569254,True,True
9643,Ryan Holmes Jr.,47,ABAÍRA,BA,99532207350,38804860593895,True,True
9644,Ronald Mcguire Phd,80,ABAIARA,CE,44237295397,26370194588094,True,True
9645,Kim Ferrell Md,54,BRASÍLIA,DF,64561465936,73885169429901,True,True
9646,Kathryn Price Md,45,AFONSO CLÁUDIO,ES,31532407874,82149127705771,True,True
9647,Sierra Doyle Md,69,ABADIA DE GOIÁS,GO,81658705211,87557201399164,True,True
9648,Rachel Nguyen Dds,85,AÇAILÂNDIA,MA,53481428162,64821247749659,True,True
9649,John Peterson Dds,77,ABADIA DOS DOURADOS,MG,82888179121,92107106384339,True,True
9650,David English Phd,85,ÁGUA CLARA,MS,00557976952,47164446468443,True,True
9651,Jonathan Whitaker Dvm,19,ACORIZAL,MT,52423917821,81952341075410,True,True
9652,Ryan Williams Jr. Jr.,69,ABAETETUBA,PA,72008968537,51044728632543,True,True
9653,Michelle Jimenez Phd,74,ÁGUA BRANCA,PB,26204053434,50274715670009,True,True
9654,Brandi Smith Md,43,ABREU E LIMA,PE,65181714137,35195451208521,True,True
9655,Michelle Wilson Phd,69,ACAUÃ,PI,84630645403,34111399725170,True,True
9656,Jennifer Pacheco Ii,86,ABATIÁ,PR,84221501235,77828177417790,True,True
9657,Amy Solomon Md,64,ANGRA DOS REIS,RJ,35958090500,11155185872747,True,True
9658,Samantha Gonzales Ii,41,ACARI,RN,31785403699,12352427911599,True,True
9659,Mandy Lee Dds,23,ALTA FLORESTA D'OESTE,RO,05602452621,55836998668810,True,True
9660,Pamela Bryan Ii,29,AMAJARI,RR,81739818172,80249320437053,True,True
9661,Deborah Thomas Md,21,ACEGUÁ,RS,31242250581,06748679433106,True,True
9662,Michael Rowe Dds,34,ABDON BATISTA,SC,31891535900,77235240270660,True,True
9663,Amy Drake Phd,90,AMPARO DE SÃO FRANCISCO,SE,51019139951,88711844845736,True,True
9664,Wayne Jordan Dvm,30,ADAMANTINA,SP,88510748950,29854634465072,True,True
9665,Brad Weeks Phd,27,ABREULÂNDIA,TO,97848947262,04280320638017,True,True
9666,Mikayla Moore Md,39,ACRELÂNDIA,AC,11143496078,75107302588127,True,True
9667,Robert Johnson Md,85,ÁGUA BRANCA,AL,21148538887,16637292600059,True,True
9668,Michael Becker Jr.,87,ALVARÃES,AM,34291651139,07037004510809,True,True
9669,Phillip Garcia Jr.,54,SERRA DO NAVIO,AP,58188681334,21884684719610,True,True
9670,Meagan Miller Phd,87,ABAÍRA,BA,81761255207,51875412424224,True,True
9671,Robert Knapp Dvm,71,ABAIARA,CE,93052676024,69710354902243,True,True
9672,Shawn Glass Dds,31,BRASÍLIA,DF,79287057109,00443902805958,True,True
9673,Morgan Bryan Dds,39,AFONSO CLÁUDIO,ES,97953016249,68760924230559,True,True
9674,Jason Powers Dds,48,ABADIA DE GOIÁS,GO,20561414181,81022620352232,True,True
9675,Michael Carroll Md,37,AÇAILÂNDIA,MA,80585075123,28339284621274,True,True
9676,Karina Curtis Md,18,ABADIA DOS DOURADOS,MG,56219923774,33967034205266,True,True
9677,Jesse Blair Md,68,ÁGUA CLARA,MS,98534182744,98622338894938,True,True
9678,Mackenzie Schmidt Jr.,37,ACORIZAL,MT,77214023792,39327481181117,True,True
9679,Justin Randall Md,86,ABAETETUBA,PA,57943160550,08775552641995,True,True
9680,Julie Ball Jr.,24,ÁGUA BRANCA,PB,59269109780,61390175653965,True,True
9681,David Nichols Phd,72,ABREU E LIMA,PE,88878143251,84068148501017,True,True
9682,Samantha Wyatt Dds,58,ACAUÃ,PI,48725369083,46142744130940,True,True
9683,Jennifer Ryan Dvm,62,ABATIÁ,PR,12876476266,08761292030002,True,True
9684,Cassandra Ferguson Md,20,ANGRA DOS REIS,RJ,45568515999,87066955838131,True,True
9685,Patrick Carrillo Iii,68,ACARI,RN,75813363360,86392659272660,True,True
9686,John Kelly Dvm Jr.,79,ALTA FLORESTA D'OESTE,RO,07829205434,40576704525194,True,True
9687,James Woods Dds,85,AMAJARI,RR,71099326486,46701450493974,True,True
9688,Nicholas Ashley Md,22,ACEGUÁ,RS,20564304794,52662346577006,True,True
9689,Rodney Rodriguez Dds,22,ABDON BATISTA,SC,57862119401,43699023977436,True,True
9690,Kerry Cardenas Md,18,AMPARO DE SÃO FRANCISCO,SE,40480992134,07191655760014,True,True
9691,Gwendolyn Harris Jr.,35,ADAMANTINA,SP,53359507908,97638723094203,True,True
9692,Eric Charles Jr. Phd,53,ABREULÂNDIA,TO,82559328798,89392726673540,True,True
9693,Mr. Richard Morrison Phd,28,ACRELÂNDIA,AC,97916162563,95812016522233,True,True
9694,Seth Golden Iii,56,ÁGUA BRANCA,AL,93262605859,46993254981397,True,True
9695,Anthony Russell Dvm,68,ALVARÃES,AM,65518806060,17448585524605,True,True
9696,Nicole Wagner Md,35,SERRA DO NAVIO,AP,14221607262,15624834193270,True,True
9697,Karl Taylor Jr.,18,ABAÍRA,BA,11703906764,82170156211550,True,True
9698,Whitney Anderson Dvm,51,ABAIARA,CE,27081707246,29529957252500,True,True
9699,Nancy Arnold Jr.,76,BRASÍLIA,DF,18652194289,24430233071618,True,True
9700,Douglas Harris Phd,83,AFONSO CLÁUDIO,ES,12540918662,28563059756902,True,True
9701,Rebecca Carey Md,32,ABADIA DE GOIÁS,GO,47407688524,25604260240750,True,True
9702,Penny Holland Md,54,AÇAILÂNDIA,MA,73328476636,09287394688446,True,True
9703,Judy Cordova Dds Dds,34,ABADIA DOS DOURADOS,MG,17004483070,67333534777571,True,True
9704,Austin Wyatt Dds,74,ÁGUA CLARA,MS,42042489859,74930200015020,True,True
9705,Sara Williamson Dds,89,ACORIZAL,MT,10207403708,78982606126500,True,True
9706,Kathryn Hoffman Jr.,50,ABAETETUBA,PA,42476171760,71214850430305,True,True
9707,Joshua Graham Phd,24,ÁGUA BRANCA,PB,65798941051,38993682269950,True,True
9708,Jay Hahn Dds,48,ABREU E LIMA,PE,20628786050,21635917422126,True,True
9709,Rickey Hernandez Dds,41,ACAUÃ,PI,62193154643,67900354191082,True,True
9710,Henry Wood Dvm,39,ABATIÁ,PR,28713679147,94329259374636,True,True
9711,Katherine Strickland Ii,38,ANGRA DOS REIS,RJ,12843124530,32492659689865,True,True
9712,Joseph Mitchell Md Md,85,ACARI,RN,63357378094,30040287947443,True,True
9713,Mr. Gavin Fletcher Md,83,ALTA FLORESTA D'OESTE,RO,62296549624,30059592996003,True,True
9714,Nancy Cannon Jr.,23,AMAJARI,RR,41427809992,93015986616856,True,True
9715,Robert Farrell Md,48,ACEGUÁ,RS,88023254561,27279808773407,True,True
9716,Joel Smith Jr. Md,45,ABDON BATISTA,SC,31307354882,44322514463317,True,True
9717,Amy Campbell Jr.,48,AMPARO DE SÃO FRANCISCO,SE,42571773658,42221542860583,True,True
9718,Jasmine Bennett Md,34,ADAMANTINA,SP,53545608611,16681907559494,True,True
9719,Nicole Johnson Jr.,43,ABREULÂNDIA,TO,76811249340,09076171991612,True,True
9720,Mike Thompson Dds,79,ACRELÂNDIA,AC,73361645794,28329500904928,True,True
9721,Maria Nelson Md,67,ÁGUA BRANCA,AL,09629693461,33046482391853,True,True
9722,Kelly Shaw Iii,29,ALVARÃES,AM,30355751771,92053271216053,True,True
9723,Janice Dodson Md Dds,37,SERRA DO NAVIO,AP,45996946734,00798654551419,True,True
9724,Michele Jackson Md,51,ABAÍRA,BA,34294897252,97212709760405,True,True
9725,Thomas Mueller Dds,54,ABAIARA,CE,45457415929,39965485062628,True,True
9726,Scott Herrera Dds,20,BRASÍLIA,DF,72865543528,89989071501708,True,True
9727,Lisa Mendez Md,32,AFONSO CLÁUDIO,ES,39829888886,06954906213036,True,True
9728,Jennifer Ewing Md,63,ABADIA DE GOIÁS,GO,81334526435,20782683178928,True,True
9729,Roy White Dvm,73,AÇAILÂNDIA,MA,12165325404,43080850515400,True,True
9730,John Byrd Dvm,53,ABADIA DOS DOURADOS,MG,61231158042,82275100308211,True,True
9731,Katherine Scott Dvm,33,ÁGUA CLARA,MS,48102790148,84256518558742,True,True
9732,Michael Anderson Md,35,ACORIZAL,MT,72376419484,85810113206234,True,True
9733,Thomas Lawrence Md,38,ABAETETUBA,PA,77047134506,00362211036365,True,True
9734,Michael Davis Jr.,63,ÁGUA BRANCA,PB,93414283786,73142326200720,True,True
9735,Jerome Cameron Phd,35,ABREU E LIMA,PE,99040276250,24813835567277,True,True
9736,Michelle Vazquez Dds,20,ACAUÃ,PI,83922325009,51981439363731,True,True
9737,Robert Guerra Dvm,57,ABATIÁ,PR,47512848196,96160203906571,True,True
9738,John Cobb Dds,85,ANGRA DOS REIS,RJ,19461416318,98750635871080,True,True
9739,John Olson Md,19,ACARI,RN,59196778563,41628884586636,True,True
9740,Melissa Woodward Md,70,ALTA FLORESTA D'OESTE,RO,49434282586,09654053555828,True,True
9741,Robert Brown Dvm,77,AMAJARI,RR,43068031206,53217067126916,True,True
9742,Robert Hanson Dds,67,ACEGUÁ,RS,67631955832,83458455019282,True,True
9743,Nicole Hernandez Dds,81,ABDON BATISTA,SC,41043681051,83522504966532,True,True
9744,William Carroll Dvm,41,AMPARO DE SÃO FRANCISCO,SE,45135238247,37214340364755,True,True
9745,Amber Norman Dvm,20,ADAMANTINA,SP,11737768933,32035424314107,True,True
9746,Michael Rivera Dds,54,ABREULÂNDIA,TO,39583328030,38648171147464,True,True
9747,Janet Stone Phd,36,ACRELÂNDIA,AC,62644234832,85507366277769,True,True
9748,John Smith Dds,57,ÁGUA BRANCA,AL,68546965005,92559729176154,True,True
9749,Stacey Gomez Md,50,ALVARÃES,AM,48482574507,18712921205208,True,True
9750,Carla Johnson Dds Dvm,54,SERRA DO NAVIO,AP,57507787036,97576972428195,True,True
9751,Shannon Kelley Jr.,28,ABAÍRA,BA,33566247170,90102921935793,True,True
9752,Lisa Garcia Jr.,78,ABAIARA,CE,93671806249,56748625742090,True,True
9753,Jennifer Perez Dvm,84,BRASÍLIA,DF,30358684765,68730609415368,True,True
9754,Brian Gordon Dds,28,AFONSO CLÁUDIO,ES,00655348409,77691210122805,True,True
9755,Christine Wilson Dvm,45,ABADIA DE GOIÁS,GO,05700629933,51001128404970,True,True
9756,Matthew Watkins Dds,76,AÇAILÂNDIA,MA,46086497362,25883639271200,True,True
9757,Joseph Green Jr.,83,ABADIA DOS DOURADOS,MG,44323150083,29887682742320,True,True
9758,David Mason Md,23,ÁGUA CLARA,MS,10564345970,17172227868206,True,True
9759,Kyle Rogers Md,77,ACORIZAL,MT,49283964560,27086014117236,True,True
9760,Nicholas Knox Md,58,ABAETETUBA,PA,55475179506,82401173935800,True,True
9761,Amy Campbell Md,52,ÁGUA BRANCA,PB,98708793816,61097659644091,True,True
9762,Matthew Martin Md,62,ABREU E LIMA,PE,27385705855,43444640546082,True,True
9763,Ashley Graham Dds,61,ACAUÃ,PI,71631946684,40765862681801,True,True
9764,Martha Thomas Dvm,52,ABATIÁ,PR,82917333685,89068468002175,True,True
9765,Robert Flores Jr.,85,ANGRA DOS REIS,RJ,85944079479,57480074906032,True,True
9766,Alison Howell Dds,56,ACARI,RN,84602546315,40298684996687,True,True
9767,Alicia Bates Dds,28,ALTA FLORESTA D'OESTE,RO,45254577088,43380760756971,True,True
9768,Connie Moore Md,42,AMAJARI,RR,89346010517,76465659689507,True,True
9769,Monica Booth Md,34,ACEGUÁ,RS,97248132152,41682740338761,True,True
9770,Sharon Smith Dvm,64,ABDON BATISTA,SC,54509695977,88939304038051,True,True
9771,Claudia Ingram Md,82,AMPARO DE SÃO FRANCISCO,SE,12527496512,23519019239015,True,True
9772,Julia Quinn Md,28,ADAMANTINA,SP,89378021476,90126494852144,True,True
9773,Randy Velez Jr.,43,ABREULÂNDIA,TO,05403472991,51160378960243,True,True
9774,Shannon Adams Dds,21,ACRELÂNDIA,AC,90293330301,95568325940982,True,True
9775,James Larson Dds,51,ÁGUA BRANCA,AL,52645230610,53663620942083,True,True
9776,Kenneth Tran Ii,28,ALVARÃES,AM,71347540814,31358425901670,True,True
9777,Jeffrey Andrews Jr.,71,SERRA DO NAVIO,AP,58923706159,61539373243618,True,True
9778,Lauren Lewis Ii,77,ABAÍRA,BA,85828739808,90774749196571,True,True
9779,James Davis Md,49,ABAIARA,CE,77211479990,41536654996977,True,True
9780,William Wilson Dds,79,BRASÍLIA,DF,62480172805,97968966880604,True,True
9781,Elizabeth Diaz Jr.,82,AFONSO CLÁUDIO,ES,37672672258,81764357111993,True,True
9782,Zachary Patterson Md,21,ABADIA DE GOIÁS,GO,45366069556,91956377624461,True,True
9783,Stephen Tyler Jr.,47,AÇAILÂNDIA,MA,59921770942,84363218308570,True,True
9784,James Fowler Phd,35,ABADIA DOS DOURADOS,MG,59789624131,25013130960673,True,True
9785,Joanne Sanchez Jr.,66,ÁGUA CLARA,MS,17994049869,62162396542870,True,True
9786,Steven Gilbert Dds,72,ACORIZAL,MT,29428852546,35706350628356,True,True
9787,Christopher Bartlett Md,18,ABAETETUBA,PA,54245860316,09034809362280,True,True
9788,Erik Evans Md,21,ÁGUA BRANCA,PB,86912241000,23483119122271,True,True
9789,Connor Bartlett Phd,80,ABREU E LIMA,PE,69544140263,97742974219290,True,True
9790,Kevin Miller Md,21,ACAUÃ,PI,51506853137,92250522851003,True,True
9791,Robin Aguilar Dvm,26,ABATIÁ,PR,26627636123,46637516596479,True,True
9792,Kimberly Gross Dvm,24,ANGRA DOS REIS,RJ,12444815300,14153300355088,True,True
9793,Ashlee Moyer Dvm,32,ACARI,RN,43351068581,34873296315240,True,True
9794,Christopher Miller Dvm,64,ALTA FLORESTA D'OESTE,RO,12164967739,04064575077423,True,True
9795,Jeffrey Simmons Jr.,71,AMAJARI,RR,36557777440,08728179027652,True,True
9796,Andrea Thomas Dds,58,ACEGUÁ,RS,42266491172,31346723257538,True,True
9797,Kenneth Roberson Md,30,ABDON BATISTA,SC,84670010549,28148722688559,True,True
9798,Julia Farmer Dds,51,AMPARO DE SÃO FRANCISCO,SE,79130163293,92628297084313,True,True
9799,Jennifer Brown Md,61,ADAMANTINA,SP,54892137014,22333973228445,True,True
9800,Ana Townsend Md,66,ABREULÂNDIA,TO,27148689910,54213958021510,True,True
9801,Tyler Barber Md,24,ACRELÂNDIA,AC,80852264488,73794298205441,True,True
9802,Nicholas Rice Dvm,83,ÁGUA BRANCA,AL,00703178105,67033602204030,True,True
9803,Alec Moore Md,76,ALVARÃES,AM,68792687903,34635545572238,True,True
9804,Mary Edwards Phd,50,SERRA DO NAVIO,AP,93163393403,13464840832551,True,True
9805,Daniel Baker Md,79,ABAÍRA,BA,46226955961,76009935385647,True,True
9806,Phyllis Taylor Md,74,ABAIARA,CE,08546075603,33055353959291,True,True
9807,Marissa Guerra Dds,45,BRASÍLIA,DF,99487991786,27890571683316,True,True
9808,Elizabeth Kim Dds,26,AFONSO CLÁUDIO,ES,67629573405,83217472244779,True,True
